Name,Description
Half-Long White - Cucumber,"This variety produces an abundance of creamy-white fruits 20 to 25 cm long, with a sweet, bitter-free flesh.
                                    These products may also be of interest to you

            
            
                Soo Yoh Long - Cucumber
            
        
            
            
                Shintokiwa - Cucumber
            
        
            
            
                Snake Melon - Cucumber
            
        
            
            
                Tendergreen Burpless - Cucumber"
Mideast Peace - Cucumber,"Even in cool weather, this productive variety produces beautiful, shiny green fruit with a thin, fairly tender and resistant skin. The fruit can still be kept when the skin begins to soften.
                                    These products may also be of interest to you

            
            
                Soo Yoh Long - Cucumber
            
        
            
            
                Richmond Green Apple - Cucumber
            
        
            
            
                Shintokiwa - Cucumber
            
        
            
            
                Thai Five Star - Cucumber"
Armenian Painted Serpent - Cucumber,"This ancient variety produces very long, cylindrical, light-green fruits with longitudinal grooves. They have a mild, never bitter, slightly sweet flavor and a crunchy texture.
Fruits can reach 1 m in length, but are best harvested a little earlier.
                                    These products may also be of interest to you

            
            
                Sweet Marketmore - Cucumber
            
        
            
            
                Redcurrant cucumber
            
        
            
            
                Ambrosita - Cucumber
            
        
            
            
                Heiwa - Cucumber"
Ankashino - Cucumber,"This Peruvian treasure offers fruit with smooth green skin. This mildew-resistant variety is particularly well-suited to cool, humid climates. Fruits are generally eaten before they reach 15 cm in length.
It is a variety transmitted by Baker Creek Heirloom Seeds and brought back from Chacas in Peru by the late Jean Andrews, the USA's capsicum expert.
                                    These products may also be of interest to you

            
            
                Poona Kheera - Cucumber
            
        
            
            
                Le Généreux - Cucumber
            
        
            
            
                Marketmore 76 - Cucumber
            
        
            
            
                Tortarello Bianco Abruzzese - Cucumber"
Tanja - Cucumber,"This variety, ideal for the home gardener, produces a large number of thin-skinned, cylindrical fruits that are bitter-free and crunchy, and should be harvested when they are 25 to 35 cm long. They are eaten raw and go particularly well with a touch of fresh cream or seasoned oat cream.
                                    These products may also be of interest to you

            
            
                Richmond Green Apple - Cucumber
            
        
            
            
                Uzbekski - Cucumber
            
        
            
            
                Thai Five Star - Cucumber
            
        
            
            
                Vert Long Maraicher - Cucumber"
Mexican Sour Gherkin - Cucumber,"This species, with its many names, offers climbing plants topped with numerous small fruits. Resembling tiny watermelons, they can be eaten raw, sliced into mixed salads, crunched as soon as harvested, or pickled like gherkins!
                                    These products may also be of interest to you

            
            
                Le Généreux - Cucumber
            
        
            
            
                Poinsett 76 - Cucumber
            
        
            
            
                Marketmore 76 - Cucumber
            
        
            
            
                Morden Early - Cucumber"
Morden Early - Cucumber,"This old, hardy, highly productive variety, especially suited to small gardens or balcony plantings, produces small, green fruit with small white spines and crisp, white flesh. Excellent raw, they can also be made into ""pickles"" when picked young.
                                    These products may also be of interest to you

            
            
                Sweet Marketmore - Cucumber
            
        
            
            
                Satsuki Madori - Cucumber
            
        
            
            
                Heiwa - Cucumber
            
        
            
            
                Tendergreen Burpless - Cucumber"
Vert Long Maraicher - Cucumber,"This highly productive, vigorous variety produces a large number of fruits with very little bitterness.
                                    These products may also be of interest to you

            
            
                Crystal Apple - Cucumber
            
        
            
            
                Snake Melon - Cucumber
            
        
            
            
                Metki White - Cucumber
            
        
            
            
                Silver Slicer - Cucumber"
Dekah - Cucumber,"This Ukrainian variety, also known as ""Dekan"", is particularly resistant to mildew and extreme weather conditions. Semi-early, it produces tasty fruit after 40-55 days of growth.
                                    These products may also be of interest to you

            
            
                Alan's Long Green - Cucumber
            
        
            
            
                Sweet Marketmore - Cucumber
            
        
            
            
                Metki White - Cucumber
            
        
            
            
                Silver Slicer - Cucumber"
Arola - Cucumber,"This disease-resistant variety produces firm, aromatic fruits 30 to 40 cm long, lightly sprinkled with picots. Suitable for greenhouse cultivation, it can also be grown in open fields.
The majority of fruit is produced on the secondary stems.
                                    These products may also be of interest to you

            
            
                Kaiser Alexander - Cucumber
            
        
            
            
                Sikkim - Cucumber
            
        
            
            
                Le Généreux - Cucumber
            
        
            
            
                Tendergreen Burpless - Cucumber"
Tortarello Bianco Abruzzese - Cucumber,"This productive variety offers long, pale-green, curved and very ribbed fruits, to be harvested before they reach 40 cm in length. Sliced, they form attractive rosettes, ideal for decorating dishes.
Botanically closer to the melon than the cucumber, this species naturally hybridizes with other Cucumis melo varieties.
                                    These products may also be of interest to you

            
            
                Hmong Red - Cucumber
            
        
            
            
                Poona Kheera - Cucumber
            
        
            
            
                Mexican Sour Gherkin - Cucumber
            
        
            
            
                Vert Long Maraicher - Cucumber"
Long Green Ridge - Cucumber,"This ancient variety produces long, almost cylindrical fruits, 30 to 50 cm long. They have a dark green epidermis, lightly covered with hairs, and offer dense, crunchy flesh.
                                    These products may also be of interest to you

            
            
                Bushy  - Cucumber
            
        
            
            
                Crystal Apple - Cucumber
            
        
            
            
                Sikkim - Cucumber
            
        
            
            
                Satsuki Madori - Cucumber"
Della's White - Cucumber,"This vigorous variety produces an abundance of 15 cm-long fruits with thick, white flesh.
                                    These products may also be of interest to you

            
            
                Soo Yoh Long - Cucumber
            
        
            
            
                Le Généreux - Cucumber
            
        
            
            
                Poinsett 76 - Cucumber
            
        
            
            
                Mexican Sour Gherkin - Cucumber"
Telegraph - Cucumber,"This ancient variety, ideal for cold greenhouses on trellises, produces an abundance of green fruit up to 50 cm long. They contain few seeds and have firm, bitter-free flesh.
                                    These products may also be of interest to you

            
            
                Sweet Marketmore - Cucumber
            
        
            
            
                Poona Kheera - Cucumber
            
        
            
            
                Poinsett 76 - Cucumber
            
        
            
            
                Dekah - Cucumber"
Muncher - Cucumber,"This vigorous variety, resistant to the cucumber mosaic virus, produces an abundance of small, stubby fruits, 12 to 15 cm long, with a thin, thornless skin. Never bitter, with excellent flavor, they can be eaten raw in a thousand and one ways.
                                    These products may also be of interest to you

            
            
                Alan's Long Green - Cucumber
            
        
            
            
                Hmong Red - Cucumber
            
        
            
            
                Crystal Apple - Cucumber
            
        
            
            
                Tendergreen Burpless - Cucumber"
West Indian Gherkin - Cucumber,"This species produces exotic fruits, about the size of a hen's egg and bristling like chestnut bugs. They are eaten unripe and can be preserved in vinegar. Peeled and cooked, they offer an excellent zucchini taste.
                                    These products may also be of interest to you

            
            
                Bushy  - Cucumber
            
        
            
            
                Alan's Long Green - Cucumber
            
        
            
            
                Sikkim - Cucumber
            
        
            
            
                Le Généreux - Cucumber"
Edmonson - Cucumber,"This very old variety, which originated in Kansas at the beginning of the last century, produces white-green cucumbers measuring around 15 cm in length. This variety is highly resistant to disease, drought and insects.
                                    These products may also be of interest to you

            
            
                Hmong Red - Cucumber
            
        
            
            
                Poona Kheera - Cucumber
            
        
            
            
                Thai Five Star - Cucumber
            
        
            
            
                Armenian Painted Serpent - Cucumber"
Straight Eight - Cucumber,"This old, productive and vigorous variety offers an abundance of smooth, straight, cylindrical fruits, with white hair-covered epidermis, 20 cm long, containing few seeds.
                                    These products may also be of interest to you

            
            
                Soo Yoh Long - Cucumber
            
        
            
            
                Carosello Scopatizzo Barese - Cucumber
            
        
            
            
                Snake Melon - Cucumber
            
        
            
            
                Tortarello Bianco Abruzzese - Cucumber"
Long Fellow - Cucumber,"Fruits are 30-40 cm long, straight and dark green. The variety is very productive.
                                    These products may also be of interest to you

            
            
                China Long - Cucumber
            
        
            
            
                Alan's Long Green - Cucumber
            
        
            
            
                Sweet Marketmore - Cucumber
            
        
            
            
                Mideast Peace - Cucumber"
Spacemaster - Cucumber,"This hardy, low-running variety is ideal for growing in containers or small spaces. It produces excellent dark-green, fairly short, very tasty fruit.
                                    These products may also be of interest to you

            
            
                Uzbekski - Cucumber
            
        
            
            
                Nippon Sanjaku Kiuri - Cucumber
            
        
            
            
                Dekah - Cucumber
            
        
            
            
                Arola - Cucumber"
Saiko - Cucumber,"This very early, mildew-resistant variety produces fruits 30 to 40 cm long, with a slightly thorny skin. When young, they contain almost no seeds and reveal very crunchy, sweet flesh.
                                    These products may also be of interest to you

            
            
                Sweet Marketmore - Cucumber
            
        
            
            
                Kaiser Alexander - Cucumber
            
        
            
            
                Carosello Scopatizzo Barese - Cucumber
            
        
            
            
                Le Généreux - Cucumber"
Red Calico - Lima bean,"This highly decorative variety has many flat green pods, beige when ripe. They contain magnificent large berries, red mottled with black."
Butternut Ponca - Moschata squash,"This vigorous variety, earlier than the ""Waltham"", produces 4 to 8 bottle-shaped fruits, up to 40 cm long and 1.5 kg. The flesh is very fine, with an exquisite hazelnut flavor. The fruit keeps for over a year.
                                    These products may also be of interest to you

            
            
                Chirimen - Moschata squash
            
        
            
            
                U.n. Plaza Calabaza - Moschata squash
            
        
            
            
                Carat - Moschata squash
            
        
            
            
                Butternut Waltham - Moschata squash"
Pleine de Naples - Moschata squash,"The Pleine de Naples squash is an ancient variety with fruits reminiscent of a violin case. They can reach 80 cm in length and weigh over 10 kg. The dark-green, striped skin turns ochre when ripe and encloses excellent, musky, sweet orange flesh.

This very late variety is easier to grow in southern regions. Its fruit keeps for up to 1 year.

Description of the Pleine de Naples squash

The Pleine de Naples squash, Cucurbita moschata, is an ancient variety of fruiting vegetable native to Italy. Also known as ""violin squash"" and ""coat squash"", it is mentioned in Vilmorin-Andrieux's 1883 book Les Plantes Potagères. This late variety produces 1 to 4 surprisingly large fruits: up to 30 cm in diameter and 80 cm long, averaging 10 kg. Their robust green skin envelops sweet, musky orange flesh, reminiscent in taste and shape of Sucrine du Berry butternut squash. Ideal for purées, soups and cakes, Pleine de Naples squash can be stored for up to 1 year.

Sowing Pleine de Naples squash

Moschata Pleine de Naples squash is sown in pots of 2 to 3 seeds, 2 to 3 weeks before transplanting, from March to May.

Place seedlings under a light shelter, at a temperature of between 18 and 20°C, and keep the substrate moist until the seeds emerge. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. Transplant into the vegetable garden once the last frosts have passed.

From April to June, after the last risk of frost, it is possible to sow directly in the garden in 2 to 3-seed stacks.

Prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate the squash plants or seeds. Mulch the soil to maintain sufficient humidity and limit water evaporation.

Place a crate or tile under the fruit, without damaging it, to isolate it from the soil and prevent rotting.

To encourage the development of squash, combine companion plants such as corn and beans (milpa). Plant basil between all types of squash to repel pests.

Harvesting and storing Full Naples squash

Although the fruits of these squashes can be harvested and eaten immaturely, those intended for winter storage should be picked as late as possible, before the first frosts, from July to November, when the stalk begins to dry out and the skin becomes thick. Be careful not to tear them off, but cut as close as possible to the stem, 10 cm above the stalk.

This variety will keep for up to 1 year in a ventilated, dry place, at a temperature of between 10 and 12°C. Place the fruit, spaced apart and tail up, in crates set high up. They can also be frozen for up to a year, after slicing and cooking.

Recipes for Pleine de Naples squash

Pleine de Naples moschata squash is appreciated for its fine flavor and smooth, easy-to-peel skin. Given its large size, it can be interesting to freeze some of the flesh for later preparations. Its delicious, musky flavor can be found in a wide range of recipes. A creamy squash and chestnut velouté, a vegetable and potato gratin or a sweet orange and ginger jam!
                                    These products may also be of interest to you

            
            
                Texas Indian - Moschata squash
            
        
            
            
                Tan Cheese - Moschata squash
            
        
            
            
                Futsu Black - Moschata squash
            
        
            
            
                Yuxijiangbinggua - Moschata squash"
Longue de Nice - Moschata squash,"This ancient variety produces curved fruit up to 1 m long and weighing up to 10 kg. Their ochre skin at maturity encloses firm, orange flesh with a slightly sweet, musky flavor.

The fruit can be eaten young, like zucchini, or when fully ripe.

What are the characteristics of the Long Nice squash?

The Long Nice squash, Cucurbita moschata, is an old-fashioned, late-ripening variety from southern France. Its long, curved fruits, up to 1 m long and weighing 10 kg, turn from green to ochre when ripe. The firm orange flesh, with its musky flavor, is highly appreciated in savory and sweet dishes: soup, velouté, purée, pie, baked gratin... The flowers of this squash are also edible.

How to grow Long Nice squash?

This butternut squash can be sown from February to May in pots of 2 to 3 seeds, under a light shelter, and from March to June in the ground.

Sow in pots 2 to 3 weeks before transplanting. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. The seeds should be kept moist and warm, at a temperature of between 18 and 20°C, until they emerge.

To sow directly in the ground, wait until the last frosts have passed and choose a sunny spot. Prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate the squash plants or seeds. Mulch the soil to maintain sufficient humidity and limit water evaporation.

In the vegetable garden, this variety of squash grows harmoniously with corn and beans, giving rise to the ""three sisters"" or milpa. Plant basil between all types of squash to repel pests.

When to harvest Nice long gourds?

Long Nice squash is harvested between July and November, before the first frosts. Drying out of the stalks indicates that the fruit is ready to detach from the plant. Be careful not to tear the squash, but cut as close as possible to the stem, 10 cm above the stalk. They can also be harvested immature and eaten like zucchini.

This variety of squash keeps for 4 to 9 months in a ventilated, dry place, at a temperature of between 10 and 12°C. Place the fruit, spaced apart and tail up, in crates set high up. These squashes can also be frozen for up to a year, after slicing and cooking.
                                    These products may also be of interest to you

            
            
                Futsu Black - Moschata squash
            
        
            
            
                Milk Pumpkin - Moschata squash
            
        
            
            
                Butternut Brûlée - Moschata squash
            
        
            
            
                Banat - Moschata squash"
Violina - Moschata squash,"This variety produces violin-shaped, slightly crenellated ""Butternut""-type fruits, with ochre-colored skin when fully ripe. Their firm orange flesh is of excellent quality, with a musky flavor.
Description of Violina squash
Violina squash, Cucurbita moschata, is a very old variety, originally from Italy. Its butternut-like fruits are elongated pears with a warty skin. Ochre-colored when ripe, they can reach 50 cm in length and weigh from 2 to 4 kg. Their firm orange flesh has a sweet, musky flavor and keeps for several months. The fruit can be enjoyed in savory or sweet dishes, soups, gratins and purées.
Sowing the Violina moschata squash
Violina moschata squash is sown in pots 2 to 3 weeks before transplanting, from March to May, in bunches of 2 to 3 seeds.
Place seedlings under a light shelter, at a temperature of between 18 and 20°C, and keep the substrate moist until the seeds emerge. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. Transplant into the vegetable garden once the last frosts have passed.
From April to June, after the last risk of frost, it is possible to sow directly in the garden in 2 to 3-seed stacks.
Prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate the squash plants or seeds. Mulch the soil to maintain sufficient humidity and limit water evaporation.
Place a crate or tile under the fruit, without damaging it, to isolate it from the soil and prevent rotting.
To encourage the development of squash, combine companion plants such as corn and beans (milpa). Plant basil between all types of squash to repel pests.
Harvesting and storing Violina squash
Although Violina squash fruits can be harvested and eaten immaturely, those intended for winter storage should be picked as late as possible, before the first frosts, from July to November, when the stalk begins to dry out and the skin becomes thick. Be careful not to tear them off, but cut as close as possible to the stem, 10 cm above the stalk.
This variety will keep for up to 1 year in a ventilated, dry place, at a temperature of between 10 and 12°C. Place the fruit, spaced apart and tail up, in crates set high up. They can also be frozen for up to a year, after slicing and cooking.
                                    These products may also be of interest to you

            
            
                 Pleine de Naples - Moschata squash
            
        
            
            
                Texas Indian - Moschata squash
            
        
            
            
                Pennsylvania Dutch - Moschata squash
            
        
            
            
                Butternut Brûlée - Moschata squash"
Texas Indian - Moschata squash,"This vigorous variety produces an abundance of flattened, slightly ribbed fruits weighing 5 to 7 kg, whose orange-ochre skin encloses tasty flesh.
                                    These products may also be of interest to you

            
            
                Violina - Moschata squash
            
        
            
            
                Chirimen - Moschata squash
            
        
            
            
                Canada Mezoides - Moschata squash
            
        
            
            
                Canada Crookneck - Moschata squash"
Tan Cheese - Moschata squash,"This ancient variety produces round, slightly ribbed fruits weighing 3 to 6 kg. Their skin turns ochre when ripe, and they contain orange-red flesh with a delicious carrot and hazelnut flavor.
The fruit keeps for 4 to 9 months.
                                    These products may also be of interest to you

            
            
                Texas Indian - Moschata squash
            
        
            
            
                Pennsylvania Dutch - Moschata squash
            
        
            
            
                Butternut Honey Nut - Moschata squash
            
        
            
            
                Yuxijiangbinggua - Moschata squash"
Dickinson - Moschata squash,"This old American variety produces rounded, slightly ribbed fruit, 45 cm long and weighing up to 20 kg. Their ochre skin encloses sweet-tasting orange flesh.
                                    These products may also be of interest to you

            
            
                Violina - Moschata squash
            
        
            
            
                Kikuza - Moschata squash
            
        
            
            
                Butternut Honey Nut - Moschata squash
            
        
            
            
                Butternut Nutterbutter - Moschata squash"
Futsu Black - Moschata squash,"Futsu Black squash is an ancient Japanese variety that produces round, deeply ribbed fruits weighing up to 1.5 kg. The very hard, more or less warty skin, dark green then ochre with a grey coating when ripe, encloses firm, sweet, very fruity, yellow-orange flesh.
The fruit keeps for up to 8 months.
Characteristics of Futsu Black moschata squash
Futsu Black squash, also known as ""Futsu Kurokawa"", Cucurbita moschata, is a very old variety of runner, originally from Japan. It produces up to 10 round, flattened, highly ribbed fruits, each 30 to 40 cm in diameter. Their hard skin turns from dark green to ochre, then covers with a gray coating when ripe. The flesh is tasty orange, firm and sweet. This variety keeps very well, and can be used in all kinds of recipes, savory or sweet: soup, purée, soufflé, gratin, cobbler... The flowers of this squash are also edible.
Sowing the Futsu Black moschata squash
Futsu Black moschata squash is sown in pots of 2 to 3 seeds, 2 to 3 weeks before transplanting, from March to May.
Place seedlings under a light shelter, at a temperature of between 18 and 20°C, and keep the substrate moist until the seeds emerge. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. Transplant into the vegetable garden once the last frosts have passed.
From April to June, after the last risk of frost, it is possible to sow directly in the garden in 2 to 3-seed stacks.
Prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate the squash plants or seeds. Mulch the soil to maintain sufficient humidity and limit water evaporation.
Place a crate or tile under the fruit, without damaging it, to isolate it from the soil and prevent rotting.
To encourage the development of squash, combine companion plants such as corn and beans (milpa). Plant basil between all types of squash to repel pests.
Harvesting Futsu Black squash
Although the fruits of these squashes can be harvested and eaten immaturely, those intended for winter storage should be picked as late as possible, before the first frosts, from July to November, when the stalk begins to dry out and the skin becomes thick. Be careful not to pull them off, but cut as close as possible to the stem, 10 cm above the stalk.
This variety of vegetable will keep for up to 8 months in a ventilated, dry place, at a temperature of between 10 and 12°C. Place the fruit, spaced apart and tail up, in crates set high up. They can also be frozen for up to a year, after slicing and cooking.
Futsu Black squash recipes
In the kitchen, Futsu Black squash takes many forms. In various soup recipes, mashed or au gratin, it reveals its sweet, fragrant taste in original dishes. It's delicious in a coconut milk curry, in an onion and bacon quiche, or stuffed in the oven with seasonal vegetables.
                                    These products may also be of interest to you

            
            
                Violina - Moschata squash
            
        
            
            
                Texas Indian - Moschata squash
            
        
            
            
                Milk Pumpkin - Moschata squash
            
        
            
            
                Butternut Honey Nut - Moschata squash"
Tromba d'Albenga - Moschata squash,"This old variety produces 4 to 6 cylindrical, highly curved fruits, up to 1.50 m long and weighing up to 4 kg. They keep for up to a year. Their light-green skin, which turns ochre when ripe, encloses light-orange flesh.
Description of Albenga squash
Albenga squash, Cucurbita moschata, is an ancient variety of fruiting vegetable native to Italy. Also known as ""Tromba d'Albenga"" and ""Tromboncino"" squash, it was mentioned in Fearing Burr's 1863 Field and Garden Vegetables of America. It produces cylindrical, curved fruits up to 1.50 m long and weighing 4 kg. They end in a bulge containing the seeds. Their light-green skin, which turns ochre when ripe, envelops orange flesh with a slightly nutty taste.
Excellent for storing, this butternut squash can be eaten au gratin, in quiche, cobbler or soup.
Sowing Albenga squash
Albenga squash is sown in pots 2 to 3 weeks before transplanting, from March to May, in bunches of 2 to 3 seeds.
Place seedlings under a light shelter, at a temperature of between 18 and 20°C, and keep the substrate moist until the seeds emerge. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. Transplant into the vegetable garden once the last frosts have passed.
From April to June, after the last risk of frost, it is possible to sow directly in the garden in 2 to 3-seed stacks.
Prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate the squash plants or seeds. Mulch the soil to maintain sufficient humidity and limit water evaporation.
Place a crate or tile under the fruit, without damaging it, to isolate it from the soil and prevent rotting.
To encourage the development of squash, combine companion plants such as corn and beans (milpa). Plant basil between all types of squash to repel pests.
Harvesting and storing Albenga squash
Although Tromba d'Albenga squash fruits can be harvested and eaten immaturely, those intended for winter storage should be picked as late as possible, before the first frosts, from July to November, when the stalk begins to dry out and the skin becomes thick. Be careful not to pull them off, but cut as close as possible to the stem, 10 cm above the stalk.
Butternut squash can be stored for up to 1 year in a well-ventilated, dry place, at a temperature of between 10 and 12°C. Place the fruit, spaced apart and tail up, in high crates. They can also be frozen for up to a year, after slicing and cooking.
                                    These products may also be of interest to you

            
            
                 Pleine de Naples - Moschata squash
            
        
            
            
                Violina - Moschata squash
            
        
            
            
                Dickinson - Moschata squash
            
        
            
            
                Sucrine du Berry - Moschata squash"
Musquée de Provence - Moschata squash,"This ancient variety produces very ribbed, spherical fruits that can reach 50 cm in diameter and weigh up to 20 kg. Their green epidermis, which turns ochre as they ripen, encloses firm, musky, sweet flesh. They keep for 4 to 9 months.
What are the characteristics of Butternut squash from Provence?
The Butternut squash of Provence, Cucurbita moschata, also known as the ""nutmeg squash"" or ""Bronze de Montlhéry pumpkin"", is a late-ripening, runner-like variety native to the south of France. Its round, flattened fruits, weighing up to 20 kg, turn from green to ochre as they ripen. Their firm, sweet orange flesh is perfect for all kinds of recipes, savory or sweet: soup, velouté, purée, baked gratin... The flowers of this squash are also edible.
How to grow Butternut squash from Provence?
Butternut squash can be sown from February to May in pots of 2 to 3 seeds, and from March to June in the ground.
Sowing in pots should be done 2 to 3 weeks before transplanting. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. The seeds should be kept moist and warm, at a temperature of between 18 and 20°C, until they emerge.
To sow directly in the ground, wait until the last frosts have passed and choose a sunny spot. In the garden, prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate the squash plants or seeds. Mulch the soil to maintain sufficient humidity and limit water evaporation.
Cover the stems with soil to generate new roots in this area, allowing the plant to draw in more nutrients. Remember to place a crate or tile under the fruit, without damaging it, to prevent it from being touched (slugs, mould, etc.) as it develops.
To encourage the development of squash, combine companion plants such as corn and beans (milpa). Plant basil between all types of squash to repel pests.
When to pick Butternut squash from Provence?
These squashes are harvested between July and November, before the first frosts. Drying out of the stalks indicates that the fruit is ready to detach from the plant. Be careful not to tear off the squash, but cut as close as possible to the stem, 10 cm above the stalk.
This variety of vegetable will keep for 4 to 9 months in a ventilated, dry place, at a temperature of between 10 and 12°C. Place the fruit, spaced apart and tail up, in crates set high up. They can also be frozen for up to a year, after slicing and cooking.
How to cook butternut squash
Butternut squash is appreciated in the kitchen for its orange color, dense flesh and slightly sweet, musky taste. It can be prepared as a purée, velouté or soup, but also as a gratin, oven-roasted or in a pie in the style of the famous pumpkin pie.
                                    These products may also be of interest to you

            
            
                Tromba d'Albenga - Moschata squash
            
        
            
            
                Chirimen - Moschata squash
            
        
            
            
                Musquée du Maroc - Moschata squash
            
        
            
            
                Milk Pumpkin - Moschata squash"
Chirimen - Moschata squash,"This ancient Japanese variety produces flattened, heavily ribbed fruits weighing 3 to 5 kg, with a very warty skin and a bronze-orange color when ripe. Their bright orange flesh is sweet and fragrant.
                                    These products may also be of interest to you

            
            
                Tan Cheese - Moschata squash
            
        
            
            
                Futsu Black - Moschata squash
            
        
            
            
                Butternut Sonca Orange - Moschata squash
            
        
            
            
                Butternut Waltham - Moschata squash"
Canada Mezoides - Moschata squash,"This variety produces many butternut-like fruits, but with darker flesh and skin. Slightly grainy, their flesh is ideal for pies.
                                    These products may also be of interest to you

            
            
                 Pleine de Naples - Moschata squash
            
        
            
            
                Sucrine du Berry - Moschata squash
            
        
            
            
                Carat - Moschata squash
            
        
            
            
                Butternut Waltham - Moschata squash"
Kikuza - Moschata squash,"This ancient variety, originally from Japan, offers strongly ribbed, fully ochre fruits weighing up to 2 kg. Their excellent orange-yellow flesh reveals a sweet, fruity, nutty flavor.
                                    These products may also be of interest to you

            
            
                Butternut Ponca - Moschata squash
            
        
            
            
                Dickinson - Moschata squash
            
        
            
            
                Musquée du Maroc - Moschata squash
            
        
            
            
                Butternut Brûlée - Moschata squash"
Musquée du Maroc - Moschata squash,"This very runny variety needs a lot of heat to develop well. It produces fruits weighing 3 to 5 kg, dark green then ochre when ripe, covering themselves with warts when the temperature is high enough. Their firm, sweet flesh has a nutty flavor.
                                    These products may also be of interest to you

            
            
                Canada Mezoides - Moschata squash
            
        
            
            
                U.n. Plaza Calabaza - Moschata squash
            
        
            
            
                Musquée du Népal - Moschata squash
            
        
            
            
                Carat - Moschata squash"
Pennsylvania Dutch - Moschata squash,"This very old variety produces butternut-like fruits weighing 5 to 10 kg with long, often curved necks. Their dark orange flesh has a very pleasant flavor. They keep for up to 10 months.
                                    These products may also be of interest to you

            
            
                Texas Indian - Moschata squash
            
        
            
            
                Dickinson - Moschata squash
            
        
            
            
                Sucrine du Berry - Moschata squash
            
        
            
            
                Butternut Nutterbutter - Moschata squash"
Sucrine du Berry - Moschata squash,"This ancient variety of squash produces 5 to 8 pear-shaped fruits up to 25 cm long and weighing up to 3 kg. They keep for 3 to 6 months. The dark green skin turns ochre when fully ripe, and encloses orange flesh with a sweet, musky flavor.

What are the characteristics of the Sucrine du Berry squash?

Sucrine du Berry or Sucrette du Berry squash, Cucurbita moschata, is a late-ripening variety of French origin. Its 15 to 25 cm fruits are pear-shaped, with green skin that turns ochre when ripe. Both the flowers and the sweet, fragrant orange flesh are delicious, adapting to all kinds of savory and sweet recipes: soup, velouté, purée, gratin, pie...

How to sow Sucrine du Berry squash seeds?

Sucrine du Berry squash can be sown from February to May in pots of 2 or 3 seeds, and from March to June in the ground.

Sowing in pots is done 2 to 3 weeks before transplanting. Be careful not to sow squash seeds too early in the season, in which case the roots will become fibrous, making growth difficult in the garden. Seeds should be kept moist and warm, at a temperature of between 18 and 20°C, until they emerge.

For direct sowing, wait until the last frosts have passed and choose a sunny spot. In the garden, prepare 2 weeks in advance holes filled with compost or organic matter, spaced 2 m apart in all directions, to accommodate Sucrine du Berry squash plants or seeds. To encourage taller growth and free up ground space, install sturdy supports when transplanting the seedlings.

What companion plants should I grow with Sucrine du Berry squash?

Sucrine du Berry squash goes very well with corn and beans, forming the ""three sisters"" or milpa crop. These complementary plants produce beneficial effects that benefit their neighbors. We also recommend planting basil between all types of squash to repel pests.

How to store Sucrine du Berry squash?

Sucrine du Berry squash is harvested between July and November, before the first frosts. Drying out of the stalks indicates that the fruit is ready to detach from the plant. Be careful not to tear off the squash, but cut as close as possible to the stem, 10 cm above the stalk.

This winter variety keeps for 4 to 6 months in a ventilated, dry place, at a temperature of between 10 and 12°C. Elevate squash on crates, well spaced out and tail up. They can also be frozen for up to a year, after slicing and cooking. Their musky orange flesh can be enjoyed in a variety of recipes. Its mild flavor goes perfectly with apples, pears and spices like cinnamon.
                                    These products may also be of interest to you

            
            
                Tromba d'Albenga - Moschata squash
            
        
            
            
                Musquée du Maroc - Moschata squash
            
        
            
            
                Pennsylvania Dutch - Moschata squash
            
        
            
            
                Banat - Moschata squash"
U.n. Plaza Calabaza - Moschata squash,"This ancient variety produces flat, deeply ribbed fruit weighing 1 to 2 kg, with a highly original skin pattern of green and white lines and spots.
                                    These products may also be of interest to you

            
            
                Texas Indian - Moschata squash
            
        
            
            
                Milk Pumpkin - Moschata squash
            
        
            
            
                Butternut Nutterbutter - Moschata squash
            
        
            
            
                Butternut Brûlée - Moschata squash"
Musquée du Népal - Moschata squash,"This popular variety produces flattened or elongated fruits weighing 2.5 to 3.5 kg. Their green skin, marbled with brown, encloses yellow-orange flesh, which is full-flavored and slightly sweet.
                                    These products may also be of interest to you

            
            
                Texas Indian - Moschata squash
            
        
            
            
                Musquée de Provence - Moschata squash
            
        
            
            
                Milk Pumpkin - Moschata squash
            
        
            
            
                Yuxijiangbinggua - Moschata squash"
