Name,Image_URL,Description
Radish 'Sango Purple' - Sprouting Seeds,/media/images/radijskers_sango_purple_800x8005.jpg?1614700122,"The firm, full sprouts of purple radish 'Sango Purple' ensure a good yield. These sprouts have a stunning purple red color and juicy flavor. You do not have to pre-germinate the seeds."
White Mustard - Sprouting Seeds,/media/images/kiemschaaltje-mosterdkers8.jpg?1604669756,"Mustard cress tastes lovely in sandwiches or with mashed potatoes or mustard soup. True to its name, this vitamin-rich sprout has a mustard flavor. Easy to grow using a special seed sprouter."
Fenugreek - Sprouting Seeds,/media/images/kiemschaaltje-fenegriek3.jpg?1604669674,"Fenugreek is a sprout with a mild curry aroma, and tastes particularly good in Indian dishes. This quite spicy sprout has a nutty flavor and is best grown using a special seed sprouter."
Mung Bean - Sprouting Seeds,/media/images/easy-sprout-tauge5.jpg?1604670023,Mung Bean sprouts are a key ingredient in Asian stir-fries and spring rolls. Mung Bean sprouts are very healthy and easy to grow using a special seed sprouter.
Corncockle,/media/images/5030_dbweb4.jpg?1549350221,"Corncockle was traditionally found in corn fields. Corncockle is a tall, wispy plant that produces large, deep pink flowers fading to a white center. The seeds are poisonous. Sow in April or autumn."
Prince's Feather,/media/images/5040_dbweb5.jpg?1549350221,Prince's Feather is a robust plant suitable for cutting and drying. This variety forms reddish stems with spires of purplish red flowers and edible seeds.
Snapdragon,/media/images/5070_dbweb9.jpg?1549350221,The Snapdragon is a slightly scented and familiar garden plant which flowers continually between June and October. It is suitable as a cut flower.
Crested Prickly Poppy,/media/images/5090_dbweb4.jpg?1549350221,"The beautiful Crested Prickly Poppy is a really attractive to bees and butterflies. This unusal plant has prickly, blue-green leaves and bears large white flowers."
Pot Marigold,/media/images/5130_dbweb1.jpg?1615390926,The pot marigold is easy to grow and blooms from June to October. This plant with orange flowers is often planted in borders next to houses and used to flavor stews or salads.
China Aster 'Matsumoto Mix',/media/images/5160_dbweb7.jpg?1549350221,"Matsumoto Mix' is a sturdy, colorful China Aster. This semi-double aster is a good cut flower in various shades of white, yellow, red and blue. The flower has a yellow center."
"China Aster, double-flowered",/media/images/5150_dbweb5.jpg?1549350221,The double-petalled China Aster can already be sown in March. This plant flowers over a long period. This good cut flower produces lovely blooms in different shades of pink and blue.
"China Aster, single-flowered",/media/images/5140_dbweb0.jpg?1549350221,The single-petalled China Aster is a wonderful cut flower. It produces long stems with beautiful pink and blue flowers. This plant is often used in rotational planting systems.
Safflower,/media/images/5170_dbweb3.jpg?1549350221,The thistle-like Safflower is suitable for cutting and drying. This plant has prickly leaves. The flowers change color from yellow through orange to red. Safflower cannot be transplanted.
Cornflower,/media/images/5180_dbweb0.jpg?1647294687,"The Cornflower is suitable for cutting and drying. It is a traditional meadow flower with distinctive, blue blooms. The long stems benefit from some support."
Doubtful Knight's Spur,/media/images/5270_dbweb5.jpg?1549350221,Doubtful Knight's Spur is suitable as a cut flower or for drying. This widely-branched plant bears blue spurred flowers.
Garden Cosmos,/media/images/5290_dbweb84.jpg?1549350221,"Mixed Cosmos is sensitive to frost. It produces large white, light and dark pink flowers. This plant is suitable as a cut flower. Picking encourages repeat flowering."
Sulfur Cosmos,/media/images/5300_dbweb4.jpg?1549350221,"The foliage of Sulfur Cosmos is slightly larger. As the name suggests, the semi-double flowers have a bright orange-red color. This plant is sensitive to frost."
Siberian Larkspur,/media/images/5340_dbweb7.jpg?1549350221,"The stunning Siberian Larkspur makes a wonderful cut flower. It forms clusters of large, bright blue, single flowers. It is a low-growing plant that reaches about 50 cm."
Moldavian Dragonhead,/media/images/5370_dbweb2.jpg?1549350221,"The sturdy, bushy Moldavian Dragonhead is suitable as a cut flower and is a great plant for bees and butterflies. The purplish-blue flowers look like a dragon's mouth. The serrated leaves have a lovely citrus scent."
Foothill Poppy,/media/images/5390_dbweb.jpg?1549350221,The yellow Foothill Poppy has heavily incised leaves and a lemon yellow color. Attractive to bees and butterflies. Sow directly in April or May.
Californian Poppy,/media/images/5400_dbweb.jpg?1549350221,"The orange California Poppy has finely incised, grey-green leaves. When a flower opens, it pushes off its little 'sleeping cap'."
Sunflower 'Velvet Queen',/media/images/5480_dbweb.jpg?1549350221,'Velvet Queen' is a medium-sized sunflower with a branched stem. 50 grams of organic seeds of this plant with warm bronze flowers cost only €20.
"Sunflower, large-flowered",/media/images/5450_dbweb.jpg?1549350221,The large-flowered sunflower is a gigantic cut flower that can easily reach a height of 2 meters. The large black seeds of this sunflower are edible.
"Sunflower, medium, red",/media/images/5470_dbweb.jpg?1549350221,"The medium-sized, red sunflower has branched stems. This cut flower also attracts bees and butterflies and produces medium-sized flowers in varying hues of red."
"Sunflower, medium, yellow",/media/images/5460_dbweb.jpg?1549350221,"The medium-sized, yellow sunflower is suitable as a cut flower. Bees and butterflies adore it! The variety produces flowers in various shades of yellow. The plant reaches about 170 cm."
Cucumberleaf Sunflower,/media/images/5490_dbweb.jpg?1549350221,"This sunflower bears small, yellow flowers with a dark center. The plant makes a good cut flower and is loved by bees. Keep picking the flowers to encourage repeat flowering."
Common Morning-Glory,/media/images/5530_dbweb.jpg?1549350221,"Morning Glory is a climbing plant that flowers in shades of blue, purple and pink. This plant will wrap its tendrils easily around a pole or trellis and opens new flowers every morning."
Sweet Pea,/media/images/5540_dbweb.jpg?1549350221,The Sweet Pea is attractive to bees. The flowers have a wonderful scent and short stems. Regularly pick the flowers to discourage seed formation and extend the blossoming period.
Annual Mallow,/media/images/5550_dbweb.jpg?1726664931,"Annual Mallow is a member of the Malva family. The plant bears large, pink flowers with dark veins. This richly-branched cut flower is also an excellent plant for bees."
"Flax, blue",/media/images/5590_dbweb.jpg?1549350221,Flax' upright stems are only branched at the top. This blue flowering plant is ideal as a cut flower. The stems with round seed pods are popular in dried flower arrangements.
Dwarf Lupin,/media/images/5620_dbweb.jpg?1549350221,"Dwarf Lupin's wonderfully fragrant flower clusters are white, pink, lilac and purple. This plant retains it compact growth habit on poor soils. It is not edible."
Common Mallow,/media/images/5630_dbweb.jpg?1549350221,"Common Mallow is a vigorously-growing, branched plant with large, dark-veined flowers. The seeds are shaped like a cheese wheel."
Common Mallow 'Mauritanica',/media/images/5640_dbweb.jpg?1549350221,"Common Mallow 'Mauritanica' is a large, strongly branched plant that produces violet flowers. Its seeds resemble a cheese wheel. The flowers can be cut and also attract bees."
Chamomile,/media/images/kamille5.jpg?1712051011,Chamomile bears white flowers with a yellow center under which is a hollow space. This plant is used for medicinal purposes and for chamomile tea. Sow outdoors in September or early spring.
Love-in-a-mist,/media/images/5730_2.jpg?1620030771,Lacy Love-in-a-Mist forms decorative seed heads. These are suitable for drying. The light blue and white flowers are surrounded by a ring of delicate green.
Common Poppy,/media/images/5750_dbweb1.jpg?1549350221,"The Common Poppy provides high-quality pollen for honey bees which makes it an excellent bee plant. Butterflies also adore this beautiful spring flower. Grows best in sunny spots in poor, sandy soil."
"Common Poppy, mixed",/media/images/5770_dbweb.jpg?1549350221,"Common Poppy, mixed offers flowers in a whole range of red colors. This mix has both single and double flowers."
Opium Poppy 'Black Paeony',/media/images/5775_dbweb.jpg?1549350221,"After flowering, opium poppy 'Black Paeony' forms wonderful seed heads that can be dried. It is a robust, grey-green plant with deep, double-petalled flowers."
"Opium Poppy, red",/media/images/5790_2.jpg?1549350221,"The seed pods of the red Opium Poppy are suitable for drying at the end of August. Opium Poppy is a gray-green plant with red flowers that bloom briefly. One packet is for approximately 30m2, and the planting distance is 25x25 cm."
"Opium Poppy, white",/media/images/5780_dbweb.jpg?1549350221,"The Opium Poppy is a robust, grey-green plant that attracts bees in abundance. The white flowers with lilac center bloom for a short time. By late August, its decorative seed pods are suitable for drying."
"Annual Clary Sage, pink",/media/images/5860_dbweb.jpg?1549350221,"Annual Clary sage (pink) can be cut and dried. Its green-veined, pink bracts at the top attract bees."
"Annual Clary Sage, purple",/media/images/5850_dbweb.jpg?1549350221,"Annual Clary sage (purple) is suitable for cutting and drying. This robust plant attracts bees. It produces striking, showy purple bracts at the top that enclose small flowers."
"French Marigold, wild",/media/images/5950_dbweb.jpg?1549350221,French Marigold (wild) has a bushy habit and is ideal as a companion crop in the vegetable plot. The plant has lots of bright green leaves with single red flowers that turn orange.
"French Marigold, small-flowered",/media/images/5940_dbweb.jpg?1549350221,"The French Marigold (small-flowered) is suitable as a companion crop in the vegetable plot. The marigold bears single-petalled, warm yellow flowers with dark spots in the center. Pinch out the first flower buds to encourage bushier plants with more profuse flowering."
"Garden Nasturtium, non-trailing",/media/images/60303.jpg?1549350221,"The single flowers of non-trailing nasturtium come in different shades of yellow, orange and red. The leaves and flowers are edible and attract bees and butterflies."
"Garden Nasturtium, trailing",/media/images/6040_dbweb.jpg?1549350221,"The trailing nasturtium produces edible leaves and flowers. It is also a suitable bee and butterfly plant. The single-petalled flowers of this plant show lovely hues of yellow, orange and red."
"Cow Herb, pink",/media/images/6060_dbweb.jpg?1549350221,The flowers of pink Cowherb appear after about two months. Cowherb is very easy to grow and has a strongly branched flowering habit. The short flowering period can be compensated for by staggered sowing.
"Cow Herb, white",/media/images/6050_dbweb.jpg?1549350221,The white blooms of Cowherb are a graceful addition to bouquets. The flowers of this easy-to-grow plant appear after about two months. Cowherb has a strongly branched flowering habit.
Wild Pansy,/media/images/6070_dbweb.jpg?1549350221,Tricolored wild pansy reseeds freely. It is ideal for pots and planters. The purple-yellow-white flowers continue to emerge over a very long period.
Anise Hyssop,/media/images/7050_dbweb.jpg?1549350221,Anise Hyssop is very fragrant when bruised. It is a great plant for butterflies. This heavily branched plant has square stems and produces fuzzy spikes of small blueish-purple flowers.
"Hollyhock, mixed",/media/images/7060_dbweb1.jpg?1549350221,Hollyhock produces single flowers in a range of colors. This upright plant has robust stems and needs shelter or support. The flowering period is from July to September.
Sweet William,/media/images/7230_dbweb8.jpg?1549350221,"Sweet William is a very good cut flower with densely clustered heads of flowers. This old-fashioned, robust plant flowers in a host of color combinations of white, pink, red and purple."
Wild Teasel,/media/images/7300_dbweb.jpg?1549350221,"The large wild teasel is a bumblebee and bee plant that is also suitable as a dried flower. This sturdy, prickly plant bears lilac flowers that surround the flower head like a crown."
Coneflower 'White Swan',/media/images/7322_dbweb.jpg?1549350221,Coneflower 'White Swan' is suitable as a cut flower and makes a valuable addition to a border. This strong plant forms white-green petals surrounding a domed orange-green center.
Purple Coneflower,/media/images/7320-rode-zonnehoed-8002.jpg?1726660824,"Purple coneflower has large purplish-red petals surrounding a domed center. It is suitable as a cut flower and besides having medicinal properties, it is also very attractive."
Biennial Clary Sage,/media/images/7820_dbweb.jpg?1549350221,"Biennial clary sage is a striking plant that has light blue flowers surrounded by large violet bracts. This aromatic plant with large, hairy leaves is loved by bees."
"Field Flowers, mixture",/media/images/6090_dbweb.jpg?1549350221,"This field flowers mixture includes buckwheat, crimson clover, phacelia, white mustard, blue lupine and marigold. These various plants can be sown thinly in April and May."
Field margin mixture ‘M1’,/media/images/field_margin_mixture_m1_800x8006.jpg?1614700158,Meadow margin mixture 'M1' attracts parasitic wasps that parasitize larvas of the bean seed fly. The nectar-rich mixture helps control this pest.
Field margin mixture ‘M2’,/media/images/akkerrandmengsel_m2_800x8002.jpg?1614700233,"Field margin mixture ‘M2’ brings back the look of a traditional grain field. It consists of oat, barley and buckwheat along with various meadow flowers."
"Flower Mixture, high",/media/images/6100_dbweb.jpg?1549350221,"Flower Mixture High is a mixture of annual flowers and contains Prince's Feather, sunflower, Safflower, Common Mallow and Opium Poppy. Sow well-spaced. The plants reach a height of about 100 cm."
"Flower Mixture, medium-high",/media/images/6110_dbweb.jpg?1549350221,"Flower Mixture Medium-High is very varied. It contains annual varieties such as Cow Herb, Dwarf Lupine, Moldavian Dragonhead and Californian Poppy. These plants reach a height of approximately 60 cm."
"Flower Mixture, low",/media/images/6120_dbweb.jpg?1549350221,"Flower Mixture Low contains a varied mixture of annuals including Cow Herb, Dwarf Lupine, Annual Clary Sage and common poppy. These plants reach a height of approximately 30 cm."
"Tübingen Flowers, mixture",/media/images/6130-tübingermengsel2.jpg?1676285101,"Tübingen Flower Mixture contains seeds of phacelia, buckwheat, white mustard, coriander, love-in-a-mist, marigold, cornflower, oilseed radish, mallow, borage, dill, common bird's foot and sunflower."
Flower Mixture 'Elegance',/media/images/flower_mixture_elegance_800x8000.jpg?1614700265,Flower mixture 'Elegance' consists of several varieties with smaller flowers and a fine leaf structure. This creates a colorful garden and attracts rich insect life.
Bristle Oat - Green manure,/media/images/4100_dbweb.jpg?1549350221,"Bristle oats emerge fast. Its large leaf mass makes it an ideal crop for weed suppression. It is an excellent green manure that can cope with mild, but not severe frost."
Buckwheat - Green manure,/media/images/4070_dbweb.jpg?1549350221,Buckwheat is a frost-sensitive plant and is not sown until mid-May. The plant reaches about 1 meter in height and attracts bees. Hull the seeds before consumption.
Blue Lupin - Green manure,/media/images/4010_dbweb.jpg?1549350221,"Blue Lupin is not bitter and can therefore be used as cattle feed. Blue Lupin is a fast-growing, annual plant. This plant is mainly used as a green manure and soil improver."
Serradella - Green manure,/media/images/4060_dbweb.jpg?1549350221,Seradella has a long flowering period and is ideal as a green manure on lighter soils. This annual legume has a creeping habit.
Phacelia - Green manure,/media/images/phacelia-8005.jpg?1716361424,Phacelia can be sown from March to mid-August. Bees just love phacelia and the plant is also a good green manure crop. The plant grows to about 70 cm and dies off in winter after frost.
Fodder radish - Green manure,/media/images/fodder_radish_800x800_31.jpg?1614700311,Green manure fodder radish can grow up to 80-110 cm in height. Adds a lot of organic matter to the soil when ploughed in. This versatile soil improver suppresses weeds and also controls soil-borne nematodes.
Forage Rye - Green manure,/media/images/4090_dbweb.jpg?1549350221,Forage rye is a non-frost-sensitive crop that is ideal as a green manure. This crop can be sown between August and October. It takes root really well and provides good ground cover.
White Mustard - Green manure,/media/images/4040_dbweb.jpg?1549350221,Fast growing white mustard is mainly suitable as a green manure crop. The plant reaches about 1 meter in height. It dies off in winter after frost.
Crimson Clover - Green manure,/media/images/inkarnaatklaver5.jpg?1693830500,Crimson Clover is a lovely bee and butterfly plant that is ideal for natural gardens. The dark red plumes of this hairy clover reach a length of about 4 cm.
Common vetch - Green manure,/media/images/common_vetch_vicia_sativa_800x800_360.jpg?1614700345,Common Vetch is a quick-growing green manure that forms a lot of plant mass. The strong roots of this nitrogen fixing plant loosen the soil nicely. It is a very important plant for bees and other pollinators.
Onion 'Albion F1',/media/images/onion_white_albion-800x8002.jpg?1614699985,"Onion 'Albion F1' is a beautiful uniform, white onion. This variety is suitable for the fresh market and has a short storage period. Spicy with a hint of sweetness."
Onion 'Hylander F1',/media/images/2012_dbweb.jpg?1549350221,"The medium-early, mildew-resistant variety 'Hylander F1' produces round onions. The uniform onions have good skin quality and can be stored well. Harvest when the foliage turns yellow and falls over."
Onion 'Redlander F1',/media/images/onion_red_redlander-800x8006.jpg?1614700089,Onion 'Redlander F1' is known for its high resistance to downy mildew. It has a high yield and is easy to store.
Welsh Onion 'Ishikura Long White',/media/images/2005_dbweb.jpg?1549350221,"Spring onion 'Ishikura Long White' produces long, white shafts with no bulb. This variety has fresh green, upright foliage. Sow from from March to June. Harvesting is possible from July to October."
Chervil 'Massa',/media/images/3135_dbweb.jpg?1549350221,"Chervil 'Massa' prefers a semi-shaded spot, especially in the warmer months. This dark, flat chervil can be used in soups, salads and sauces, but add after cooking."
Celery 'Mambo F1',/media/images/1366_dbweb5.jpg?1660224491,Celery 'Mambo F1' is a variety that has been developed for professional growers. It is very resilient to bolting and is resistant to leaf spot. No special soil type required. Can be sown from February to June.
Celery 'Tango F1',/media/images/1365_2_dbweb.jpg?1549350221,"Celery 'Tango F1' is a highly productive variety, with good resistance to blackheart. It produces white to light green stalks and can be grown throughout the entire season."
Celeriac ‘Balena F1’,/media/images/celeriac_balena-800x8004.jpg?1614699779,"Celeriac 'Balena F1' has lovely dense, white tubers and skin with very few brown spots. This crop has strong, upright leaves and withstands cold well."
Celeriac 'Monarch',/media/images/celeriac-monarch-800x8000.jpg?1643114002,"Celeriac ‘Monarch’ is a reliable variety that has proved its worth for more than 40 years. The large roots are wonderfully white on the inside and have a delicate, nutty flavour."
Bristle Oat - Green manure,/media/images/4100_dbweb.jpg?1549350221,"Bristle oats emerge fast. Its large leaf mass makes it an ideal crop for weed suppression. It is an excellent green manure that can cope with mild, but not severe frost."
Chard 'Fireworks',/media/images/1885_dbweb.jpg?1549350221,"The stunning chard 'Fireworks' (previously known as 'Five Colours') produces chard in red, yellow, purple, orange and white. This variety with green leaves can be grown on all soil types or as baby leaf."
Beetroot 'Boldor',/media/images/1068_dbweb2.jpg?1702474595,"Golden beetroot 'Boldor' is a firm beetroot with a surprising colour: Its flesh is bright yellow. This tasteful beetroot can be eaten raw, but also in numerous warm dishes. A packet contains 100 seeds which is sufficient for approximately 2 square meters."
Beetroot 'Boro F1',/media/images/1055_dbweb0.jpg?1660225665,Beetroot 'Boro F1' is a standard variety for organic beetroot cultivation. The beets have a wonderfully intense red colour and the leaves are healthy and strong. Harvested beets store well in a cool shed or root clamp.
Leaf Mustard 'Golden Frills',/media/images/1032_dbweb.jpg?1549350221,Golden Frills' is a mustard leaf with a spicy flavor. Prepare the green leaves in the same way as other leafy vegetables and spinach. 'Golden Frills' can also be grown for baby leaves.
Leaf Mustard 'Purple Frills',/media/images/bladmosterd-purple-frills-foto2.jpg?1549350221,"Mustard Leaf 'Purple Frills' can be eaten at both young and mature stages. This variety can also be grown for baby leaves. The deep purple, finely-incised leaves taste spicy."
Swede 'Helenor F1',/media/images/15917.jpg?1629209095,"Swede 'Helenor F1' has a beautiful, purple color and yellow flesh that tastes sweet and is of high quality. The round bulb reaches a weight of 0.6 to 1.2 kg."
Cauliflower 'Bermeo F1',/media/images/1441_dbweb.jpg?1549350221,"Cauliflower 'Bermeo F1' is ideal for early summer cultivation. This reasonably self-blanching cauliflower has a nicely firm, round head. Sow in February or early March."
Cauliflower 'Liria F1',/media/images/1442_dbweb.jpg?1549350221,"Cauliflower 'Liria F1' is self-blanching, so the heads stay a beautiful ivory. The strong variety is suitable for early autumn cultivation. It is a hybrid variety with a shorter growth period than traditionally crossed varieties."
Curly kale ‘Darkibor F1’,/media/images/1451_dbweb21.jpg?1660558403,"Curly Kale 'Darkibor F1' is a variety suitable for autumn cultivation. The tightly-curled, dark green kale is resistant to yellowing."
Curly kale ‘Redbor F1’,/media/images/borecole_redbor-800x800_24.jpg?1614699282,"Curly Kale 'Redbor F1' has erect, leaves with sturdy stems. The plants grow 70- 90 cm high and are suitable for autumn and winter cultivation."
Broccoli 'Belstar F1',/media/images/1465_dbweb.jpg?1549350221,"Broccoli 'Belstar F1' matures early and is resistant to secondary growth. It is suitable for summer and autumn cultivation and produces compact, high yielding plants. Ready for harvesting after 120-150 days."
Broccoli 'Bobby',/media/images/1461_dbweb7.jpg?1698053055,"Broccoli 'Bobby' is a broccoli variety that can be harvested after approximately 60 to 70 days. Due to its rapid growth, this variety is less susceptible for pests like caterpillars and afhids. One packet of seeds is sufficient for approximately 12 square meters."
Broccoli 'Covina F1',/media/images/1467_dbweb9.jpg?1660224557,"Broccoli 'Covina F1' has a nice, round shape with tight heads with fine to medium fine buds. It is a reliable variety that is suitable for summer and early autumn cultivation and withstands sudden changes in the weather well. Sow from March to May."
Kohlrabi ‘Kolibri F1’,/media/images/kohlrabi-kolibri-800x8002.jpg?1614699417,"Kohlrabi 'Kolibri F1' is a robust variety with a high yield. It produces globe-shaped, purple-skinned bulbs with white flesh that is almost fibreless."
Kohlrabi ‘Konan F1’,/media/images/kohlrabi_konan-800x80053.jpg?1614699373,Kohlrabi 'Konan F1' has globe-shaped bulbs of a lovely green. This crop has strong leaves and is easy to harvest.
Kale 'Nero di Toscana',/media/images/1505_dbweb.jpg?1549350221,The typical Tuscan cabbage 'Nero di Toscana' can be grown as kale. Grown in late summer it produces excellent baby leaves. Rotation is very important and this variety needs good fertilisation.
Red cabbage 'Klimaro F1',/media/images/red_cabbage_klimaro-800x8005.jpg?1614699449,"Red cabbage 'Klimaro F1' is ideal for autumn cultivation. This red cabbage is known as a storage cabbage, but it can also be eaten fresh. The red heads have a dense, firm structure."
Romanesco 'Veronica F1',/media/images/1515_dbweb.jpg?1549350221,"Romanesco 'Veronica F1' is a lovely, unusual cauliflower. This uniform crop consists of yellowy-green turreted spears. This cauliflower is suitable for late summer cultivation."
Savoy cabbage ‘Cantasa F1’,/media/images/savoy_cabbage_cantasa-800x8005.jpg?1614699486,"Savoy cabbage 'Cantasa F1' can be grown in autumn and early winter. This cabbage has finely-blistered leaves, grows well and has has good resistance to all weather conditions."
White Cabbage 'Caraflex F1',/media/images/1535_dbweb.jpg?1549350221,The smooth heads of pointed cabbage 'Caraflex F1' are very uniform and suitable for medium storage. This lovely green pointed cabbage is a member of the headed cabbage family.
Brussels Sprouts ‘Hemera F1’,/media/images/1582-spruitkool-hemera-f17.jpg?1641904000,Brussels sprouts 'Hemera F1' is a winter variety that withstands frost well. The sprouts ripen evenly and can therefore all be picked at once. The largest sprouts are then picked from the base of the plant.
Brussels Sprouts 'Irene F1',/media/images/1581_dbweb.jpg?1549350221,"Brussels sprout 'Irene F1' is a plant with a high bolting tolerance. It is an early, fruitful variety with a mild flavor. The round sprouts store well. Harvest the sprouts from the base of the plant to the top."
White cabbage ‘Impala F1’,/media/images/white_cabbage_impala-800x8006.jpg?1614699524,"White cabbage 'Impala F1' is a productive, uniform variety. It is easy to harvest and has good disease protection. This storage cabbage is snowy white inside and has an open green leaf."
Chinese Cabbage 'Emiko F1',/media/images/1471_dbweb.jpg?1549350221,"Chinese cabbage 'Emiko F1' is medium sized and cylindrical. It stores reasonably well. This easy-to-harvest variety is suitable for spring, summer and autumn cultivation."
Turnip 'Namenia',/media/images/1720_dbweb.jpg?1549350221,Turnip green 'Namenia' is a spring vegetable and tastes delicious mashed or in a salad. 'Namenia' can also be grown for baby leaves. It has a short growing period and produces tender leaves.
Blocky pepper 'Elsa F1',/media/images/16221.jpg?1670250819,"Bell pepper 'Elsa F1' produces nice sweet fruits. This strong variety was developed specifically for commercial, organic cultivation. The blocky, yellow fruits weigh between 200 and 220 grams."
Blocky pepper 'Ilyn F1',/media/images/16199.jpg?1670251756,"Bell pepper 'Ilyn F1' produces orange fruits that are 7-8 cm long and weigh 180 to 200 grams. The vigorous, robust plants produce fruits with excellent flavor."
Blocky pepper 'Lilo F1',/media/images/1623_2.jpg?1549350221,"Lilo F1' is a unique bell pepper with fresh, not too sweet fruits. This variety produces deep purple fruits that turn ruby red when they ripen. This variety was developed for commercial, organic cultivation."
Blocky pepper 'Olly F1',/media/images/16216.jpg?1670317255,The sweet fruits of bell pepper 'Olly F1' are red and color remarkably fast. 'Olly F1' is an extremely vigorous variety. The fruits weigh between 180 to 200 grams.
Blocky pepper 'Waldo F1',/media/images/16181.jpg?1670319505,"When harvested at an immature stage, bell pepper 'Waldo F1' bears white fruits. If left to mature, they become pale yellow and get a slightly sweeter flavor."
Pepper rootstock 'Skyborn F1',/media/images/1612_dbweb16.jpg?1616146552,"Skyborn F1' is a medium-strong rootstock for all sweet pepper varieties. High resistance to root-knot nematodes, Verticillium and Pyrenochaeta."
Hot pepper 'Koh Chang',/media/images/1636_2.jpg?1670320114,This lovely yellow pepper scores 6000 on the Scoville scale. The fruits have a spicy flavor and weigh about 25 grams. The fruits can be eaten when green and immature as well as ripe.
Hot pepper 'Koh Tao',/media/images/16371.jpg?1670320223,"Koh Tao' produces fruits that reach 14 cm in length and weigh about 25 grams. The fruits are orange with a good, straight shape. This chili scores 4000 on the Scoville scale."
Snack pepper 'Arwen',/media/images/16245.jpg?1670321533,Arwen' is a snack pepper with fairly short but very robust plants. The tasty red fruits reach a length of 7-8 cm and weigh 30 to 40 grams. 'Arwen' is a highly productive variety.
Snack pepper 'Flynn',/media/images/1626_2.jpg?1549350221,Snack pepper 'Flynn' is a variety of fairly short but robust plants that produce tasty orange fruits of about 7-8cm long. The fruits weigh between 30 and 40 grams.
Snack pepper 'Radja',/media/images/16258.jpg?1670322232,"Snack pepper 'Radja' produces fruits of about 7-8 cm long that weigh between 30 and 40 grams. The robust, relatively short plants bear beautiful and especially tasty, yellow fruits."
Pointed sweet pepper 'Zazu',/media/images/162854.jpg?1670321083,"Zazu' is a sweet pointed pepper with bright yellow fruits. They have a delicious flavor that stands out when eaten raw. The fruits of this variety reach 18 to 22 cm. 'Zazu' is developed for commercial, organic cultivation."
Radicchio Rosso 'Leonardo F1',/media/images/1728_dbweb.jpg?1549350221,"Radicchio Rosso 'Leonardo F1' has firm, round heads with red and white leaves. This variety, originally from Italy, is suitable for late summer and autumn cultivation."
Winter Purslane,/media/images/2030_dbweb2.jpg?1715774106,"Winter purslane is used in salads, mashed or eaten raw. Dry frost can discolor the leaves. This is a hardy variety and has few problems with pests and diseases."
Gherkin ‘Adam F1’,/media/images/gherkins_adam-800x8003.jpg?1614699737,Gherkin 'Adam F1' is suitable for greenhouse cultivation as the plants do not need pollinating. Its firm and crunchy texture makes it ideal for pickling.
Snack Cucumber 'Kaikura F1',/media/images/1438_dbweb_23.jpg?1660226591,"Snack cucumber 'Kaikura F1' is crunchy, tasty and perfect for snacking at work or school due to its fruit size. The variety is particularly suitable for outdoor cultivation and can be grown throughout the season. Harvest from June to September."
Winter Squash 'Amoro F1',/media/images/amoro-2200x2200.jpg?1549350221,Winter squash 'Amoro F1' produces heart-shaped fruits. The flesh has a mild flavor and is ideal for soups. The plant produces fruits that are easy to de-seed and cut.
Winter Squash 'Fictor',/media/images/1655_dbweb.jpg?1549350221,"The trailing, orange winter squash 'Fictor' is highly appreciated for its fruit size and long shelf life. 'Fictor' is extremely vigorous and produces a high yield."
Winter squash ‘Leckør F1’,/media/images/1656_dbweb3.jpg?1616145026,"The orange flesh of the edible squash 'Leckør F1' has an excellent taste. It produces a generous harvest. The fruits can weigh 1-1,5 kg."
Winter Squash 'Solor',/media/images/1665_dbweb.jpg?1549350221,'Solor' is an early-flowering winter squash that weighs about 1.1 kg. This orange squash flowers on average 7-10 days earlier than variety 'Uchiki Kuri'.
Winter Squash 'Tractor F1',/media/images/1644_dbweb.jpg?1549350221,"Winter squash 'Tractor F1' produces fruits with plenty of flesh that is easy to cut and de-seed. It is a highly productive variety that yields large, spherical, orange fruits."
Winter Squash 'Uchiki Kuri',/media/images/1669_dbweb.jpg?1549350221,"Winter squash 'Uchiki Kuri' has delicious flesh. The fruits weigh 0.8 to 2.0 kg and are rich in minerals and vitamins. This variety likes firm, moist soil."
Round courgette ‘Ola Redonda’,/media/images/1357_dbweb0.jpg?1616144936,"The light green zucchini 'Ola Redonda' is round and dotted with white. This crop produces a good yield, as the fruits can be picked daily."
Courgette 'Ola Gabriella F1',/media/images/13555.jpg?1654847747,Zucchini 'Ola Gabriella F1' is a strong plant that produces new fruits throughout the season. The yellow fruits have a wonderfully mild sweet taste. Harvest at a length of 20-25 cm.
Halloween Pumpkin 'Owls Eye F1',/media/images/1646_woodenbg.jpg?1549350221,Halloween pumpkin 'Owls Eye F1' is an ornamental winter squash with a flat base. This keeps this squash nicely upright. Each plant produces an average of 1-2 fruits that weigh 4-7 kg.
Carrot 'Napoli F1',/media/images/2058_dbweb.jpg?1549350221,'Napoli F1' is a summer carrot with a good color. This productive variety's robust foliage is very suitable for early cultivation. Sow this 'Nantes'-type carrot outdoors between March and June.
Carrot 'Negovia F1',/media/images/2059-web53.jpg?1654859178,Summer carrot 'Negovia F1' is crunchy with a lovely flavor. Sow from April to June for harvest from September to December. These seeds are treated with a certified coating.
Carrot 'Yellowstone',/media/images/2061_dbweb.jpg?1549350221,Summer carrot 'Yellowstone' was developed for commercial cultivation. It is a versatile variety suitable for late season growing and as winter carrots. The carrots are yellow.
