Names,Description,Image_URL1,Image_URL2,Image_URL3
Sudangrass (Brown Mid Rib)Organic Cover Crop Seed,"Brown Mid Rib sorghum sudangrass is a warm-season bunchgrass slightly coarser than Piper. It will produce large amounts of organic matter, cycle nutrients, suppress weeds, and loosen soil with its deeply penetrating roots. An excellent catch crop for excess nitrogen. Sudangrass prefers hot, dry weather (like corn) and withstands drought-like conditions easily. It grows quickly and needs to be mowed regularly to control height (up to 7 ft.), increase root structure, and add more organic matter to the field. Plant late spring to early summer once the soil has warmed to at least 60°F/15.6°C; earlier sowings can be outgrown by cool-weather weeds. Plant 1"" deep at 1–2 lb./1,000 sq.ft. (30–40 lb./acre.) USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2c7a43fe/images/products/farmseed/02826g_01_sudan.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2c7a43fe/images/products/farmseed/02826g_01_sudan.jpg?sw=140&sh=140,
Fall Green Manure MixCover Crop Seed,"This ready-made mix is comprised of winter rye, field peas, ryegrass, crimson clover, and hairy vetch. Vigorous late-summer growth provides winter erosion control. The peas, clover, and ryegrass will winter kill to provide organic matter and soil cover. The hairy vetch and winter rye will regrow in the spring to provide nutrients for crops to utilize. Because the seeds of this mix vary in weight and size, it is best seeded with a grain drill. Sow at 50 lb./acre or 1 1/2 lb./1,000 sq.ft. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd83d4fe0/images/products/farmseed/02613_01_fall_green_manure.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw9d6c6aa1/images/products/farmseed/02613_02_fallgreenmanure.jpg?sw=800&cx=386&cy=194&cw=1000&ch=1000,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwd83d4fe0/images/products/farmseed/02613_01_fall_green_manure.jpg?sw=140&cx=302&cy=0&cw=1196&ch=1196
Peas and Oats MixOrganic Cover Crop Seed,"Mixed to meet our farm manager's preferred percentages of 70% peas and 30% oats. Sow in early spring for a spring/summer cover crop. For a winter cover, sow in late summer or early fall. Sow at 5 lb./1,000 sq.ft., or about 120-200 lb./acre. Peas provide nitrogen and organic matter; oats act as a nurse crop and trellis for the peas. Both will winterkill in northern areas if oats are not allowed to re-seed. Specialized equipment, which is often needed for terminating (mowing and incorporating) perennial cover crops, is not necessary. An easy choice for home gardeners. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw72224319/images/products/farmseed/003685g_01_peasoats_mix.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw72224319/images/products/farmseed/003685g_01_peasoats_mix.jpg?sw=140&sh=140,
Field Peas (Maxum)Cover Crop Seed,"Pea tendrils (the most recent 6–8"" of growth) are also great in salad mixes, and the dry yellow peas can be cooked in soup. In spring or fall, sow alone at 3 lb./1,000 sq.ft. (120 lb./acre). Can also be mixed with vetch and/or oats, winter rye, or ryegrass. Peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw372c9201/images/products/farmseed/02340_01_maxumfieldpea.jpg?sw=800&cx=430&cy=100&cw=1000&ch=1000,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwee12cc7f/images/products/farmseed/02340_02_maxumfieldpea.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw372c9201/images/products/farmseed/02340_01_maxumfieldpea.jpg?sw=140&cx=430&cy=100&cw=1000&ch=1000
New Zealand White CloverCover Crop Seed,"Once established, white clover can handle foot and tractor traffic better than other clovers. The fibrous root system typically is in the top 8"" of soil, although it does have up to a 40"" tap root in the first year which dies each fall, leaving a passage for water to percolate through. More heat tolerant than some of the larger clovers, this is a low-growing (to 12"") perennial that can be sown into long-season row crops during the season to provide a ""living mulch."" Sow after first cultivation at 1/4 lb. per 1,000 sq.ft. (10 lb./acre) and rake or cultivate to cover. Also used for green manure, hay, and pasture. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb38d3179/images/products/farmseed/00979_01_newzealandwhiteclover.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw210efd2e/images/products/farmseed/00979_02_newzealandwhiteclover.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwb38d3179/images/products/farmseed/00979_01_newzealandwhiteclover.jpg?sw=140&sh=140
Crimson CloverCover Crop Seed,"Grows to 1–3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. May be pre-inoculated with OMRI Listed® EXCEED and coated with OMRI Listed® Nitro-Coat® Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=800&cx=324&cy=22&cw=1174&ch=1174,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1a87f11f/images/products/farmseed/00982_02_crimsonclover.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=140&cx=324&cy=22&cw=1174&ch=1174
Crimson CloverOrganic Cover Crop Seed,"Grows to 1-3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. Inoculate with Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=800&cx=347&cy=45&cw=1150&ch=1150,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw509787f8/images/products/farmseed/00982g_02_crimsonclover.opy.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=140&cx=347&cy=45&cw=1150&ch=1150
Medium Red CloverOrganic Cover Crop Seed,"Fast to establish, tolerates most soil types, and is suitable for hay or silage. Often used as a cover crop between rows of vegetable crops if mowed to maintain manageability. Can fix up to 150 lb. of nitrogen per acre. Sow 5–15 lb. per acre. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=140&sh=140,
Mammoth Red CloverOrganic Cover Crop Seed,"A tall (2–3'), quick-growing clover. Sow in spring, summer or fall, alone or with grain/grass at 1/2 lb./1,000 sq.ft. (15–20 lb./acre). Will grow in more acid soil (pH 5.0-6.0) than other clovers if lime is applied at seeding time. Widely grown biennial used for Nitrogen addition and hay crops. Large plant with big leaves makes it an ideal grazing crop. Red clover may be the best choice for frost seeding; it is extremely cold hardy and does well in most soils and growing conditions. it does, like most clovers, perform poorly in hot weather unless seeded into a crop canopy. Incorporate fully for best results. Mammoth Red clover will fix between 70-110 lbs. nitrogen per acre. The long taproots loosen soils and mine phosphorus and other nutrients from deep in the soil. It should be seeded with 48-64 lbs. or 1.5-2 bushels/acre of oats to ""nurse"" the clover. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=140&sh=140,
Sweet CloverOrganic Cover Crop Seed,"Sweet clover can grow nearly anywhere, with as little as 16 inches of rainfall per year. It has deep tap roots that mine soil nutrients and water from deep within the soil. It is better than many of the other clovers for nutrient recycling and appears to have a greater capacity to extract potassium, phosphorus and other soil nutrients from insoluble minerals. Sow in spring to summer at 1/2 lb./1,000 sq.ft. (15 lb./acre) as an annual, or let grow the next year over 6 ft. tall. Should be grown with 1½ to 2 bushels of oats as a ""nurse"" crop. Sweet clover is slow to establish the first year and may have some winter kill without adequate snow cover. Second year growth is tremendous. Will fix as much nitrogen as alfalfa and doesn't require an acid soil. Can produce as much as 170 lb. of nitrogen per acre although 100 lb. per acre is closer to the average. Excellent conditioner for poor and thin soils. Mostly yellow with some white flowers. Pre-inoculated with OMRI listed Nitragin Gold. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf70778ec/images/products/farmseed/00977g_01_sweetclover.jpg?sw=800&cx=0&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf70778ec/images/products/farmseed/00977g_01_sweetclover.jpg?sw=140&cx=0&cy=0&cw=1196&ch=1196,
VNS Yellow PeaOrganic Field Pea Seed,"Yellow peas are a great non-GMO protein source and are becoming more prevalent in feed rations with protein percentages ranging from 21–25. They contain high levels of carbohydrates, are low in fiber, and contain 86–87% total digestible nutrients, making them an excellent livestock feed. In spring or fall, sow 5 lb./1,000 sq.ft. (200 lb./acre) alone, or 3 lb./1,000 sq.ft. (120 lb./acre) mixed with vetch and/or oats, winter rye, or ryegrass. Harvest for grain at 16–18% moisture or when the seeds are hardened and fully mature. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=800&cx=428&cy=188&cw=1000&ch=1000,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=140&cx=428&cy=188&cw=1000&ch=1000,
4010 Field PeaOrganic Cover Crop Seed,"In spring or fall, sow 3 lb./1,000 sq.ft. (120 lb./acre) alone or mix with vetch and/or oats, winter rye, or ryegrass. 3-4' tall peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. Pea tendrils add a flair of color to your salad mixes, and dried yellow peas can be used in soups. White flowers. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw35656267/images/products/farmseed/00092g_01_4010fieldpea.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw35656267/images/products/farmseed/00092g_01_4010fieldpea.jpg?sw=140&sh=140,
Summer AlfalfaCover Crop Seed,"Long taproots break up compacted soil and bring up subsurface minerals. High nitrogen fixation and great bee forage. Sow early to midspring or in late summer (best time for weed competition), 1/2 lb./1,000 sq.ft. (15-20 lb./acre) alone. Use half this rate when mixed with grain/grass. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw75c1f51b/images/products/farmseed/02808_01_summer_alfalfa.jpg?sw=800&cx=312&cy=48&cw=1132&ch=1132,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw75c1f51b/images/products/farmseed/02808_01_summer_alfalfa.jpg?sw=140&cx=312&cy=48&cw=1132&ch=1132,
DS Admiral PeaOrganic Field Pea Seed,"Pea tendrils (the most recent 6-8"" of growth) are also great in salad mixes, and the dry yellow peas can be cooked in soup. In spring or fall, sow alone at 3 lb./1,000 sq.ft. (120 lb./acre). Can also be mixed with vetch and/or oats, winter rye, or ryegrass. Peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw37f3e884/images/products/farmseed/238g_01_dsadmiralpea.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw37f3e884/images/products/farmseed/238g_01_dsadmiralpea.jpg?sw=140&sh=140,
Spring Green Manure MixOrganic Cover Crop Seed,"We use this mix on our farm in Albion, Maine. The mix contains field peas, oats, and hairy vetch. Designed for spring sowing, but it may be sown anytime early spring through late summer. Sow 5 lb./1,000 sq.ft. (200 lb./acre) and cover lightly. For green manure, incorporate into the soil anytime your garden schedule suggests. Mid and late summer sowings may be left to winter over and the vetch allowed to regrow some in the spring.Inoculatewith Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwdd38eb05/images/products/farmseed/0976g_03_springgreenmanure.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwdd38eb05/images/products/farmseed/0976g_03_springgreenmanure.jpg?sw=140&sh=140,
VNS Yellow PeaField Pea Seed,"Yellow peas are a great non-GMO protein source and are becoming more prevalent in feed rations with protein percentages ranging from 21–25. They contain high levels of carbohydrates, are low in fiber, and contain 86–87% total digestible nutrients, making them an excellent livestock feed. In spring or fall, sow 5 lb./1,000 sq.ft. (200 lb./acre) alone, or 3 lb./1,000 sq.ft. (120 lb./acre) mixed with vetch and/or oats, winter rye, or ryegrass. Harvest for grain at 16–18% moisture or when the seeds are hardened and fully mature.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=800&cx=428&cy=145&cw=1000&ch=1000,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=140&cx=428&cy=145&cw=1000&ch=1000,
Crimson CloverCover Crop Seed,"Grows to 1–3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. May be pre-inoculated with OMRI Listed® EXCEED and coated with OMRI Listed® Nitro-Coat® Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=800&cx=324&cy=22&cw=1174&ch=1174,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1a87f11f/images/products/farmseed/00982_02_crimsonclover.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw39fede6e/images/products/farmseed/00982_01_crimson_clover.jpg?sw=140&cx=324&cy=22&cw=1174&ch=1174
Hairy VetchOrganic Cover Crop Seed,"Sow spring to late summer with or without grain, grass, or field peas. When sown in late summer, spring regrowth is vigorous and nitrogen producing for tilling in before planting the spring garden crops. Typical nitrogen produced is 110 lbs./acre. This rapid spring growth also makes it a good weed suppressant. Hairy vetch prefers well-drained soils with a pH of 6.0-7.0, and will do poorly in clay or wet fields. It will do well in soils too acidic for many clovers and alfalfas. May have some allelopathic properties, so it is best to allow 2-3 weeks between incorporating and seeding of small-seeded crops. This selected hardy strain is widely adapted and withstands all but severe winters if sown in late summer or fall. Sow at 1 lb./1,000 sq.ft. (40 lb./acre) with rye or oats. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. Blue label/Certified seed. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwc20f60d0/images/products/farmseed/0987g_01_hairyvetch.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwc20f60d0/images/products/farmseed/0987g_01_hairyvetch.jpg?sw=140&sh=140,
Field Peas (Maxum)Cover Crop Seed,"Pea tendrils (the most recent 6–8"" of growth) are also great in salad mixes, and the dry yellow peas can be cooked in soup. In spring or fall, sow alone at 3 lb./1,000 sq.ft. (120 lb./acre). Can also be mixed with vetch and/or oats, winter rye, or ryegrass. Peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw372c9201/images/products/farmseed/02340_01_maxumfieldpea.jpg?sw=800&cx=430&cy=100&cw=1000&ch=1000,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwee12cc7f/images/products/farmseed/02340_02_maxumfieldpea.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw372c9201/images/products/farmseed/02340_01_maxumfieldpea.jpg?sw=140&cx=430&cy=100&cw=1000&ch=1000
Medium Red CloverOrganic Cover Crop Seed,"Fast to establish, tolerates most soil types, and is suitable for hay or silage. Often used as a cover crop between rows of vegetable crops if mowed to maintain manageability. Can fix up to 150 lb. of nitrogen per acre. Sow 5–15 lb. per acre. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw1f76a1a7/images/products/farmseed/03192g_01_med_redclover.jpg?sw=140&sh=140,
Crimson CloverOrganic Cover Crop Seed,"Grows to 1-3' and sports striking crimson blossoms in abundance. Where winter lows fall above -10°F (-23.3°C), it is sown in late summer, lies dormant in winter, resumes growth in spring, and flowers in May. Crimson clover fixes up to 200 pounds of nitrogen per acre, and prefers well-drained, loam soils with good organic matter content for best results. It is an excellent choice for underseeding as it grows well in the shade of other crops. Easier to incorporate in the spring than Hairy Vetch. Do not use for frost seeding as it won't handle the cold nearly as well as red clover. Crimson clover will not re-grow after close grazing or mowing once flowering has begun. Crimson clover does best in cool, humid weather and will perform poorly in the heat of summer. Sow 20-25 lb./acre alone or with grain/grass. Inoculate with Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=800&cx=347&cy=45&cw=1150&ch=1150,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw509787f8/images/products/farmseed/00982g_02_crimsonclover.opy.jpg?sw=800&cx=302&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw2a65554b/images/products/farmseed/00982g_01_crimson_clover.jpg?sw=140&cx=347&cy=45&cw=1150&ch=1150
Mammoth Red CloverOrganic Cover Crop Seed,"A tall (2–3'), quick-growing clover. Sow in spring, summer or fall, alone or with grain/grass at 1/2 lb./1,000 sq.ft. (15–20 lb./acre). Will grow in more acid soil (pH 5.0-6.0) than other clovers if lime is applied at seeding time. Widely grown biennial used for Nitrogen addition and hay crops. Large plant with big leaves makes it an ideal grazing crop. Red clover may be the best choice for frost seeding; it is extremely cold hardy and does well in most soils and growing conditions. it does, like most clovers, perform poorly in hot weather unless seeded into a crop canopy. Incorporate fully for best results. Mammoth Red clover will fix between 70-110 lbs. nitrogen per acre. The long taproots loosen soils and mine phosphorus and other nutrients from deep in the soil. It should be seeded with 48-64 lbs. or 1.5-2 bushels/acre of oats to ""nurse"" the clover. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwed25ec74/images/products/farmseed/00980g_01_mammoth_red.jpg?sw=140&sh=140,
Sweet CloverOrganic Cover Crop Seed,"Sweet clover can grow nearly anywhere, with as little as 16 inches of rainfall per year. It has deep tap roots that mine soil nutrients and water from deep within the soil. It is better than many of the other clovers for nutrient recycling and appears to have a greater capacity to extract potassium, phosphorus and other soil nutrients from insoluble minerals. Sow in spring to summer at 1/2 lb./1,000 sq.ft. (15 lb./acre) as an annual, or let grow the next year over 6 ft. tall. Should be grown with 1½ to 2 bushels of oats as a ""nurse"" crop. Sweet clover is slow to establish the first year and may have some winter kill without adequate snow cover. Second year growth is tremendous. Will fix as much nitrogen as alfalfa and doesn't require an acid soil. Can produce as much as 170 lb. of nitrogen per acre although 100 lb. per acre is closer to the average. Excellent conditioner for poor and thin soils. Mostly yellow with some white flowers. Pre-inoculated with OMRI listed Nitragin Gold. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf70778ec/images/products/farmseed/00977g_01_sweetclover.jpg?sw=800&cx=0&cy=0&cw=1196&ch=1196,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dwf70778ec/images/products/farmseed/00977g_01_sweetclover.jpg?sw=140&cx=0&cy=0&cw=1196&ch=1196,
Summer AlfalfaCover Crop Seed,"Long taproots break up compacted soil and bring up subsurface minerals. High nitrogen fixation and great bee forage. Sow early to midspring or in late summer (best time for weed competition), 1/2 lb./1,000 sq.ft. (15-20 lb./acre) alone. Use half this rate when mixed with grain/grass. Inoculate with Alfalfa/True Clover Inoculant (#7535) for best performance.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw75c1f51b/images/products/farmseed/02808_01_summer_alfalfa.jpg?sw=800&cx=312&cy=48&cw=1132&ch=1132,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw75c1f51b/images/products/farmseed/02808_01_summer_alfalfa.jpg?sw=140&cx=312&cy=48&cw=1132&ch=1132,
4010 Field PeaOrganic Cover Crop Seed,"In spring or fall, sow 3 lb./1,000 sq.ft. (120 lb./acre) alone or mix with vetch and/or oats, winter rye, or ryegrass. 3-4' tall peas smother weeds better than spring-sown clover. Inoculate with Garden Combination Inoculant (#7531) or Pea, Vetch, and Lentil Inoculant (#7534) for best performance. Pea tendrils add a flair of color to your salad mixes, and dried yellow peas can be used in soups. White flowers. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw35656267/images/products/farmseed/00092g_01_4010fieldpea.jpg?sw=800&sh=800,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw35656267/images/products/farmseed/00092g_01_4010fieldpea.jpg?sw=140&sh=140,
VNS Yellow PeaOrganic Field Pea Seed,"Yellow peas are a great non-GMO protein source and are becoming more prevalent in feed rations with protein percentages ranging from 21–25. They contain high levels of carbohydrates, are low in fiber, and contain 86–87% total digestible nutrients, making them an excellent livestock feed. In spring or fall, sow 5 lb./1,000 sq.ft. (200 lb./acre) alone, or 3 lb./1,000 sq.ft. (120 lb./acre) mixed with vetch and/or oats, winter rye, or ryegrass. Harvest for grain at 16–18% moisture or when the seeds are hardened and fully mature. USDA Certified Organic.",https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=800&cx=428&cy=188&cw=1000&ch=1000,https://www.johnnyseeds.com/dw/image/v2/BJGJ_PRD/on/demandware.static/-/Sites-jss-master/default/dw0eebbff6/images/products/vegetables/095g_01_vns_yellow_pea.jpg?sw=140&cx=428&cy=188&cw=1000&ch=1000,
